id,title
ED-2019-OPE-0080-0544,Comment on FR Doc # 2019-26937
BLM-2023-0001-13558,Comment on FR Doc # 2023-06310
FWS-R6-ES-2011-0039-11999,Comment on FR Doc # 2012-10407
OFCCP-2019-0003-71271,Comment on FR Doc # 2019-17472
BLM-2023-0005-105866,Comment on FR Doc # 2023-14287
CMS-2021-0117-1240,Comment on CMS-2021-0117-0002
BLM-2017-0002-10645,Comment on FR Doc # 2017-21294
ED-2020-SCC-0109-0004,Comment on FR Doc # 2020-14550
ED-2021-OCR-0166-1360,Comment on FR Doc # 2022-13734
HHS-OS-2011-0023-64969,Comment on FR Doc # 2011-19684
NOAA-NMFS-2007-0832-1336,Comment on FR Doc # E7-25268
FS-2019-0023-17704,Comment on FR Doc # 2019-22638
HHS-OCR-2019-0007-131811,Comment on FR Doc # 2019-11512
ATF-2023-0002-182746,Comment on FR Doc # 2023-19177
NPS-2011-0005-17012,Comment on FR Doc # 2011-23127
HHS-OS-2016-0014-18773,Comment on FR Doc # 2016-21359
FWS-R9-ES-2008-0093-23478,Comment on FR Doc # E8-18938
ATF-2021-0002-12143,Comment on FR Doc # 2021-12176
EOIR-2018-0001-0866,Comment on FR Doc # 2018-24594
DOI-2017-0002-159822,Comment on FR Doc # 2017-09490
HHS-OS-2009-0008-0059,Comment on FR Doc # E9–14379
CMS-2023-0144-7122,Comment on CMS-2023-0144-0001
DOI-2017-0002-724584,Comment on FR Doc # 2017-09490
ED-2022-OCR-0143-56068,Comment on FR Doc # 2023-07601
NPS-2018-0005-126608,Comment on FR Doc # 2018-10735
VA-2022-VHA-0021-47203,Comment on VA-2022-VHA-0021-0001
ED-2021-OCR-0166-135903,Comment on FR Doc # 2022-13734
ATF-2018-0002-55138,Comment on FR Doc # 2018-06292
ATF-2021-0002-172442,Comment on FR Doc # 2021-12176
NPS-2018-0001-4072,Comment on FR Doc # 2018-04030
DOI-2017-0002-455827,Comment on FR Doc # 2017-09490
FWS-R6-ES-2008-0008-48357,Comment on FR Doc # E8-25629
NPS-2018-0005-152970,Comment on FR Doc # 2018-10735
FNS-2019-0001-52370,Comment on FR Doc # 2019-12806
BLM-2017-0002-4813,Comment on FR Doc # 2017-21294
ATF-2021-0002-158235,Comment on FR Doc # 2021-12176
DEA-2023-0029-25526,Comment on FR Doc # 2023-04248
BLM-2018-0001-72720,Comment on FR Doc # 2018-03144
BLM-2023-0001-34167,Comment on FR Doc # 2023-06310
BLM-2013-0002-0138,Comment on FR Doc # 2013-13708
FNS-2018-0004-2637,Comment on FR Doc # 2018-03752
HHS-OS-2018-0008-179662,Comment on FR Doc # 2018-11673
DEA-2024-0059-30921,Comment on FR Doc # 2024-11137
ATF-2023-0002-253577,Comment on FR Doc # 2023-19177
ED-2021-OCR-0166-134897,Comment on FR Doc # 2022-13734
HHS-OS-2019-0014-55772,Comment on FR Doc # 2019-24385
ED-2021-OCR-0166-144926,Comment on FR Doc # 2022-13734
BLM-2023-0005-21268,Comment on FR Doc # 2023-14287
ATF-2023-0002-227030,Comment on FR Doc # 2023-19177
BLM-2023-0006-27929,Comment on FR Doc # 2023-18990
ED-2021-OCR-0166-196312,Comment on FR Doc # 2022-13734
DOI-2017-0002-107045,Comment on FR Doc # 2017-09490
ED-2021-OUS-0082-11892,Comment on FR Doc # 2021-15831
NLRB-2011-0002-28878,Comment on FR Doc # 2011-15307
HHS-OS-2017-0002-3458,Comment on FR Doc # 2017-23257
HHS-OS-2011-0023-0983,Comment on FR Doc # 2011-19684
BLM-2023-0005-84142,Comment on FR Doc # 2023-14287
HHS-OS-2022-0012-11782,Comment on CMS_FRDOC_0001-3373
BLM-2023-0005-21652,Comment on FR Doc # 2023-14287
FWS-R9-IA-2011-0027-6625,Comment on FR Doc # 2011-21303
DOI-2017-0002-328757,Comment on FR Doc # 2017-09490
HHS-OCR-2019-0007-134305,Comment on FR Doc # 2019-11512
ATF-2021-0002-204732,Comment on FR Doc # 2021-12176
NIST-2023-0008-5608,Comment on FR Doc # 2023-26930
HHS-OS-2020-0001-21088,Comment on FR Doc # 2019-26923
FWS-R9-ES-2008-0093-13235,Comment on FR Doc # E8-18938
CMS-2010-0042-9997,"comment on: Revisions to Payment Policies Under the Physician Fee Schedule, and Other Part B Payment Policies; Revisions to Payment Policies for Ambulance Services for CY 2008; and the Proposed Elimination of the E-Rx Exemption for Computer-Generated Faxes***"
ATF-2023-0002-256748,Comment on FR Doc # 2023-19177
BLM-2018-0001-87038,Comment on FR Doc # 2018-03144
HHS-OS-2018-0008-65404,Comment on FR Doc # 2018-11673
ATF-2023-0002-116260,Comment on FR Doc # 2023-19177
HHS-OS-2018-0008-35353,Comment on FR Doc # 2018-11673
HHS-OCR-2019-0007-69915,Comment on FR Doc # 2019-11512
HHS-OS-2018-0008-68047,Comment on FR Doc # 2018-11673
ED-2021-OCR-0166-88582,Comment on FR Doc # 2022-13734
DOI-2017-0002-80549,Comment on FR Doc # 2017-09490
OSHA-2007-0032-2049,Comment on FR Doc # E7-06607
DOI-2017-0002-75039,Comment on FR Doc # 2017-09490
BLM-2018-0001-166247,Comment on FR Doc # 2018-03144
ATF-2021-0001-151398,Comment on FR Doc # 2021-10058
DOI-2017-0002-326605,Comment on FR Doc # 2017-09490
ED-2022-OCR-0143-112365,Comment on FR Doc # 2023-07601
NLRB-2011-0002-39884,Comment on FR Doc # 2011-15307
ATF-2021-0002-18863,Comment on FR Doc # 2021-12176
ATF-2023-0002-60361,Comment on FR Doc # 2023-19177
VA-2016-VHA-0011-186136,Comment on AP44-Final rule with comments-Comment Submitter
VA-2022-VHA-0021-41396,Comment on VA-2022-VHA-0021-0001
DOS-2014-0003-29052,Comment on DOS-2014-0003-0001
ED-2021-OCR-0166-117545,Comment on FR Doc # 2022-13734
DOI-2017-0002-758392,Comment on FR Doc # 2017-09490
CMS-2019-0163-4156,Comment on CMS-2018-0082-0394
CMS-2022-0134-0983,Comment on CMS-2022-0134-0002
DOJ-OAG-2008-0009-1133,Comment on FR Doc # E8-08339
ED-2022-OCR-0143-72704,Comment on FR Doc # 2023-07601
HHS-OCR-2019-0007-113258,Comment on FR Doc # 2019-11512
ATF-2021-0001-161636,Comment on FR Doc # 2021-10058
HHS-OS-2018-0008-172431,Comment on FR Doc # 2018-11673
NPS-2018-0005-31593,Comment on FR Doc # 2018-10735
BLS-2024-0001-18145,Comment on FR Doc # 2024-12825
DOE-HQ-2024-0018-0598,Comment on FR Doc # 2024-13467
DOI-2017-0002-765850,Comment on FR Doc # 2017-09490
ED-2021-OCR-0166-88793,Comment on FR Doc # 2022-13734
HHS-OS-2022-0012-62283,"Comment on HHS-OS-2022-0012, HHS-OS-2022-0012-0001, 2022-16217"
NOAA-NMFS-2007-0832-1489,Comment on FR Doc # E7-25268
DOS-2014-0003-64069,Comment on DOS-2014-0003-0001
NPS-2018-0005-43862,Comment on FR Doc # 2018-10735
DEA-2023-0029-35479,Comment on FR Doc # 2025-01099
FNS-2022-0043-21553,Comment on FR Doc # 2023-02102
OMB-2019-0002-19267,Comment on FR Doc # 2019-09106
IRS-2013-0038-20819,Comment on FR Doc # 2013-28492
ATF-2021-0002-159881,Comment on FR Doc # 2021-12176
ATF-2021-0001-107558,Comment on FR Doc # 2021-10058
DOI-2017-0002-106142,Comment on FR Doc # 2017-09490
ACF-2023-0009-49029,Comment on FR Doc # 2023-21168
BLM-2018-0001-145781,Comment on FR Doc # 2018-03144
HHS-OS-2018-0008-178952,Comment on FR Doc # 2018-11673
HHS-OS-2018-0008-42523,Comment on FR Doc # 2018-11673
FNS-2022-0043-45547,Comment on FR Doc # 2023-02102
CMS-2025-0020-11952,Comment on CMS-2025-0020-0011
HHS-OS-2016-0014-91969,Comment on FR Doc # 2016-21359 submitted by Planned Parenthood
EOIR-2020-0003-73900,Comment on FR Doc # 2020-12575
EEOC-2020-0002-4598,Comment on FR Doc #_Kimberly_Vincent_
DEA-2023-0029-40055,Comment on FR Doc # 2025-01099
DOI-2017-0002-627133,Comment on FR Doc # 2017-09490
OMB-2019-0002-13379,Comment on FR Doc # 2019-09106
BLM-2018-0001-134739,Comment on FR Doc # 2018-03144
DOI-2017-0002-258164,Comment on FR Doc # 2017-09490
BLS-2024-0001-5082,Comment on FR Doc # 2024-12825
BLM-2023-0005-5787,Comment on FR Doc # 2023-14287
CMS-2025-0020-24749,Comment on CMS-2025-0020-0011
ATF-2021-0002-39441,Comment on FR Doc # 2021-12176
FS-2023-0006-67380,Comment on FR Doc # 2023-08429
DOI-2017-0002-719959,Comment on FR Doc # 2017-09490
HHS-OS-2016-0014-26128,Comment on FR Doc # 2016-21359
CMS-2022-0113-18449,Comment on CMS-2022-0113-1871
ED-2022-OPE-0157-4671,Comment on FR Doc # 2023-03670
ATF-2021-0001-204255,Comment on FR Doc # 2021-10058
OFCCP-2019-0003-29041,Comment on FR Doc # 2019-17472
CMS-2020-0088-5364,Comment on CMS-2020-0088
FS-2018-0059-11437,Comment on FR Doc # 2018-18937
FS-2023-0006-71490,Comment on FR Doc # 2023-08429
ATF-2023-0002-285949,Comment on FR Doc # 2023-19177
HHS-OS-2016-0014-76993,Comment on FR Doc # 2016-21359 submitted by Planned Parenthood
ATF-2021-0001-235300,Comment on FR Doc # 2021-10058
FWS-R1-ES-2011-0112-0323,Comment on FR Doc # 2012-13305
ATF-2021-0001-176582,Comment on FR Doc # 2021-10058
ED-2021-OCR-0166-136423,Comment on FR Doc # 2022-13734
FNS-2019-0007-7054,Comment on FR Doc # 2020-00926
FS-2023-0006-75211,Comment on FR Doc # 2023-08429
CMS-2023-0120-0782,Comment on CMS-2023-0120-0002
ED-2010-OPE-0012-4126,Comment on FR Doc # 2010-17845
BLM-2018-0001-192822,Comment on FR Doc # 2018-03144
ATF-2023-0002-131920,Comment on FR Doc # 2023-19177
EBSA-2014-0013-4249,Comment on FR Doc # 2014-20252
BLM-2018-0001-84546,Comment on FR Doc # 2018-03144
OFCCP-2019-0003-65658,Comment on FR Doc # 2019-17472
HHS-OS-2018-0008-197142,Comment on FR Doc # 2018-11673
FS-2018-0059-5048,Comment on FR Doc # 2018-18937
DOI-2017-0002-183345,Comment on FR Doc # 2017-09490
HHS-OCR-2019-0007-13001,Comment on FR Doc # 2019-11512
CMS-2022-0119-3816,Comment on CMS-2022-0119-0001
EOIR-2020-0003-4394,Comment on FR Doc # 2020-12575
DOS-2014-0003-21670,Comment on DOS-2014-0003-0001
ATF-2021-0001-42923,Comment on FR Doc # 2021-10058
CFPB-2012-0028-0189,Comment on CFPB-2012-0028-0001
FWS-R9-IA-2011-0087-22803,Comment on FR Doc # N/A
DOI-2017-0002-287560,Comment on FR Doc # 2017-09490
DOI-2017-0002-473812,Comment on FR Doc # 2017-09490
HHS-OS-2018-0008-82560,Comment on FR Doc # 2018-11673
DOI-2017-0002-211122,Comment on FR Doc # 2017-09490
VA-2019-VHA-0008-7748,Comment on AQ46-Proposed Rule-Comment Submission
DOI-2017-0002-615119,Comment on FR Doc # 2017-09490
HHS-OCR-2019-0007-3054,Comment on FR Doc # 2019-11512
ATF-2023-0002-205601,Comment on FR Doc # 2023-19177
DOJ-OAG-2019-0004-40177,Comment on FR Doc # 2019-22877
ED-2019-OPE-0080-9503,Comment on FR Doc # 2019-26937
FAR-2021-0016-21960,Comment on FR Doc # 2021-22266
CMS-2021-0119-10169,Comment on CMS-2021-0119-0053
CMS-2023-0016-21030,Comment on CMS-2023-0016-0001
HHS-OS-2011-0023-78403,Comment on FR Doc # 2011-19684
ATF-2023-0002-31484,Comment on FR Doc # 2023-19177
BLM-2023-0001-131347,Comment on FR Doc # 2023-06310
DOI-2017-0002-12149,Comment on FR Doc # 2017-09490
ED-2018-OPE-0027-2586,Comment on FR Doc # 2018-15823
HHSIG-2019-0001-3857,Comment on FR Doc # 2019-01026
DOI-2017-0002-742955,Comment on FR Doc # 2017-09490
CMS-2020-0088-26822,Comment on CMS-2020-0088-1604
CMS-2024-0345-18577,Comment on CMS-2024-0345-0006
DEA-2024-0059-40652,Comment on FR Doc # 2024-11137
CMS-2024-0006-5600,Comment on CMS-2024-0006-0001
BLM-2023-0006-10307,Comment on FR Doc # 2023-18990
DEA-2023-0029-8656,Comment on FR Doc # 2023-04248
HHS-OS-2019-0014-30247,Comment on FR Doc # 2019-24385
DOI-2017-0002-359969,Comment on FR Doc # 2017-09490
BLM-2023-0006-52980,Comment on FR Doc # 2023-18990
NLRB-2011-0002-26055,Comment on FR Doc # 2011-15307
GSA-GSAR-2022-0014-1105,Comment on FR Doc # 2022-14403
ATF-2021-0002-160985,Comment on FR Doc # 2021-12176
FS-2018-0004-30282,Comment on FR Doc # 2017-28298
OMB-2023-0017-0411,Comment on OMB-2023-0017-0001
ED-2022-OPE-0157-0914,Comment on FR Doc # 2023-03670
NPS-2018-0005-62301,Comment on FR Doc # 2018-10735
ATF-2021-0001-116931,Comment on FR Doc # 2021-10058
DOI-2017-0002-79841,Comment on FR Doc # 2017-09490
DOJ-OAG-2011-0002-1312,Comment on OAG 131
BLM-2018-0001-158043,Comment on FR Doc # 2018-03144
NPS-2018-0005-65417,Comment on FR Doc # 2018-10735
BLM-2018-0001-131331,Comment on FR Doc # 2018-03144
DEA-2023-0029-22795,Comment on FR Doc # 2023-04248
OJP-2024-0001-2314,Comment on FR Doc # 2024-02230
HHS-OS-2020-0016-4754,Comment on FR Doc # 2020-25812
AMS-TM-07-0062-1415,Comment on FR Doc # 07-03142
ED-2022-OCR-0143-89258,Comment on FR Doc # 2023-07601
FNS-2022-0043-80746,Comment on FR Doc # 2023-06666
BLM-2023-0001-58210,Comment on FR Doc # 2023-06310
FS-2019-0010-21137,Comment on FR Doc # 2019-12195
ATF-2023-0002-349323,Comment on FR Doc # 2023-19177
ATF-2023-0002-268890,Comment on FR Doc # 2023-19177
ED-2023-OPE-0123-18669,Comment on FR Doc # 2023-14329
EOIR-2020-0003-81320,Comment on FR Doc # 2020-12575
CMS-2019-0187-0387,Comment on CMS-2019-0187-0001
ED-2023-OESE-0043-6278,Comment on FR Doc # 2023-06697
ED-2020-OESE-0091-12966,Comment on FR Doc # 2020-14224
HHS-OS-2019-0014-100943,Comment on FR Doc # 2019-24385
DOI-2017-0002-664120,Comment on FR Doc # 2017-09490
DOT-OST-2010-0211-4618,Comment on FR Doc # 2012-16024
HHS-OS-2011-0023-23081,Comment on FR Doc # 2011-19684
DOS-2014-0003-71374,Comment on DOS-2014-0003-0001
ED-2022-OCR-0143-97018,Comment on FR Doc # 2023-07601
DOI-2017-0002-88119,Comment on FR Doc # 2017-09490
DOI-2017-0002-506661,Comment on FR Doc # 2017-09490
ED-2013-IES-0151-0075,Comment on FR Doc # N/A
NLRB-2011-0002-20476,Comment on FR Doc # 2011-15307
ED-2018-OCR-0064-66164,Comment on FR Doc # 2018-25314
DEA-2020-0026-0100,Comment on FR Doc # N/A
CMS-2025-0020-2563,Comment on CMS-2025-0020-0011
DOI-2017-0002-707968,Comment on FR Doc # 2017-09490
ATF-2021-0001-187929,Comment on FR Doc # 2021-10058
SBA-2020-0015-1028,Comment on FR Doc # 2020-07672
OFCCP-2019-0003-24059,Comment on FR Doc # 2019-17472
HHS-OS-2018-0008-136536,Comment on FR Doc # 2018-11673
FNS-2019-0001-31406,Comment on FR Doc # 2019-12806
HHS-OS-2018-0008-0836,Comment on FR Doc # 2018-11673
DOI-2017-0002-69365,Comment on FR Doc # 2017-09490
BLS-2024-0001-25794,Comment on FR Doc # 2024-12825
ATF-2021-0001-174741,Comment on FR Doc # 2021-10058
ATF-2021-0001-229209,Comment on FR Doc # 2021-10058
CMS-2020-0072-29942,Comment on CMS-2020-0072-0001
CMS-2022-0113-0399,Comment on CMS-2022-0113-0001
ATF-2021-0001-162207,Comment on FR Doc # 2021-10058
DOI-2017-0002-715463,Comment on FR Doc # 2017-09490
FNS-2022-0043-81343,Comment on FR Doc # 2023-06666
ED-2021-OCR-0166-142597,Comment on FR Doc # 2022-13734
FS-2023-0006-25227,Comment on FR Doc # 2023-08429
FWS-R9-ES-2010-0086-3619,Comment on FR Doc # 2011-22372
NPS-2018-0007-61769,Comment on FR Doc # 2018-17386
ATF-2018-0001-20158,Comment on FR Doc # 2017-27898
ATF-2023-0002-101776,Comment on FR Doc # 2023-19177
DOJ-OAG-2019-0004-10637,Comment on FR Doc # 2019-22877
HHS-OS-2018-0008-56133,Comment on FR Doc # 2018-11673
DOS-2023-0025-10424,Comment on Notice of Proposed Rulemaking (NPRM) - Exchange Visitor Program Au Pairs (RIN 1400AF12)v
FNS-2022-0043-51970,Comment on FR Doc # 2023-02102
BLM-2023-0006-82900,Comment on FR Doc # 2023-18990
NPS-2018-0005-93268,Comment on FR Doc # 2018-10735
FNS-2019-0007-9984,Comment on FR Doc # 2020-00926
ATF-2023-0002-319137,Comment on FR Doc # 2023-19177
CFPB-2015-0021-6780,Comment on CFPB-2015-0021-0001
ATF-2023-0002-249747,Comment on FR Doc # 2023-19177
BLM-2023-0005-1613,Comment on FR Doc # 2023-14287
DOS-2014-0003-77677,Comment on DOS-2014-0003-0001
ED-2023-OESE-0043-6177,Comment on FR Doc # 2023-06697
ATF-2021-0002-178012,Comment on FR Doc # 2021-12176
HHS-OCR-2019-0007-40012,Comment on FR Doc # 2019-11512
ATF-2023-0002-73212,Comment on FR Doc # 2023-19177
FS-2023-0006-88689,Comment on FR Doc # 2023-08429
HHS-OS-2016-0014-85560,Comment on FR Doc # 2016-21359 submitted by Planned Parenthood
ED-2018-OPE-0042-7014,Comment on FR Doc # 2018-17531
OFCCP-2011-0005-1963,Comment on FR Doc # 2011-20299
ATF-2021-0001-23399,Comment on FR Doc # 2021-10058
OFCCP-2019-0003-83748,Comment on FR Doc # 2019-17472
BLM-2018-0001-73780,Comment on FR Doc # 2018-03144
NLRB-2011-0002-12567,Comment on FR Doc # 2011-15307
USA-2019-HQ-0032-1374,Comment on FR Doc # 2020-17801
HHS-OS-2019-0014-24235,Comment on FR Doc # 2019-24385
FWS-R9-NSR-2008-0062-33662,Comment on FR Doc # E8-09606
CMS-2010-0028-0559,comment on: Medicare Drug Benefit Effective CY 2006 (Title I)
NPS-2018-0005-111803,Comment on FR Doc # 2018-10735
DOS-2014-0003-99367,Comment on DOS-2014-0003-0001
ED-2022-OCR-0143-69972,Comment on FR Doc # 2023-07601
NPS-2018-0005-126071,Comment on FR Doc # 2018-10735
ED-2022-OCR-0143-25017,Comment on FR Doc # 2023-07601
HHS-OCR-2018-0002-56375,Comment on FR Doc # 2018-01226
FS-2018-0059-2793,Comment on FR Doc # 2018-18937
NLRB-2011-0002-71812,Comment on FR Doc # 2014-02128
VA-2022-VHA-0021-56138,Comment on VA-2022-VHA-0021-0001
HHS-OCR-2019-0007-49780,Comment on FR Doc # 2019-11512
VA-2022-VHA-0021-22026,Comment on VA-2022-VHA-0021-0001
ED-2022-OESE-0006-3494,Comment on FR Doc # 2022-05463
HHS-OCR-2019-0007-7275,Comment on FR Doc # 2019-11512
OFCCP-2019-0003-31721,Comment on FR Doc # 2019-17472
DEA-2018-0013-0527,Comment on FR Doc # N/A
DOI-2017-0002-671069,Comment on FR Doc # 2017-09490
BLM-2023-0005-89725,Comment on FR Doc # 2023-14287
ATF-2021-0001-130895,Comment on FR Doc # 2021-10058
HHS-OS-2018-0008-164404,Comment on FR Doc # 2018-11673
BLS-2024-0001-4256,Comment on FR Doc # 2024-12825
ATF-2023-0002-96187,Comment on FR Doc # 2023-19177
CMS-2024-0006-12694,Comment on CMS-2024-0006-0001
EOIR-2020-0003-73603,Comment on FR Doc # 2020-12575
FWS-R6-ES-2008-0008-49888,Comment on FR Doc # E8-25629
CFPB-2014-0031-5859,Comment on CFPB-2014-0031-0001
DOI-2017-0002-111225,Comment on FR Doc # 2017-09490
NLRB-2011-0002-30570,Comment on FR Doc # 2011-15307
NPS-2018-0005-69782,Comment on FR Doc # 2018-10735
ACF-2023-0009-65661,Comment on FR Doc # 2023-21168
NIST-2021-0001-12221,Comment on FR Doc # 2020-27581
FNS-2018-0037-12639,Comment on FR Doc # 2019-15670
BLM-2023-0001-144831,Comment on FR Doc # 2023-06310
DOJ-OAG-2019-0004-10275,Comment on FR Doc # 2019-22877
NPS-2023-0001-2704,Comment on FR Doc # 2023-00142
FWS-R9-ES-2008-0093-20647,Comment on FR Doc # E8-18938
ATF-2021-0002-102942,Comment on FR Doc # 2021-12176
NPS-2018-0005-60410,Comment on FR Doc # 2018-10735
BLM-2023-0001-126657,Comment on FR Doc # 2023-06310
DOS-2014-0003-102989,Comment on DOS-2014-0003-0001
ATF-2021-0001-168564,Comment on FR Doc # 2021-10058
CMS-2021-0119-26280,Comment on CMS-2021-0119-0053
ATF-2023-0002-310686,Comment on FR Doc # 2023-19177
ED-2022-OPE-0157-25638,Comment on FR Doc # 2023-03670
CMS-2020-0039-0758,Comment on CMS-2020-0039-0002
DOI-2017-0002-293749,Comment on FR Doc # 2017-09490
ATF-2021-0002-131544,Comment on FR Doc # 2021-12176
FNS-2018-0004-12739,Comment on FR Doc # 2019-06878
NPS-2018-0005-73282,Comment on FR Doc # 2018-10735
BLM-2023-0005-109521,Comment on FR Doc # 2023-14287
CMS-2022-0113-14383,Comment on CMS-2022-0113-1871
BLM-2018-0001-139193,Comment on FR Doc # 2018-03144
ED-2023-OSERS-0052-5629,Comment on FR Doc # 2023-10542
DEA-2024-0059-0429,Comment on FR Doc # 2024-11137
CMS-2010-0022-0589,comment on: Revisions to Payment Policies Under the Physician Fee Schedule for Calendar Year 2005
DOI-2017-0002-344187,Comment on FR Doc # 2017-09490
FAR-2022-0003-6537,Comment on FR Doc # 2022-17067
HHS-OS-2018-0008-59468,Comment on FR Doc # 2018-11673
FWS-R6-ES-2008-0008-34934,Comment on FR Doc # E8-25629
ED-2021-OESE-0033-23616,Comment on FR Doc # 2021-08068
NIST-2023-0008-48651,Comment on FR Doc # 2023-26930
DOI-2017-0002-765491,Comment on FR Doc # 2017-09490
OMB-2021-0005-0007,Comment on FR Doc # 2021-09109
ED-2018-OCR-0064-80585,Comment on FR Doc # 2018-25314
FNS-2019-0001-1592,Comment on FR Doc # 2019-04543
HHS-OS-2018-0008-57092,Comment on FR Doc # 2018-11673
CMS-2019-0111-36593,Comment on CMS-2019-0111-0092
IRS-2010-0017-0946,Comment on FR Doc # 2011-19684
NPS-2018-0007-8854,Comment on FR Doc # 2018-17386
NLRB-2011-0002-70964,Comment on FR Doc # 2014-02128
ED-2022-OESE-0006-22679,Comment on FR Doc # 2022-05463
FNS-2019-0007-38272,Comment on FR Doc # 2020-05979
ED-2021-OCR-0166-168597,Comment on FR Doc # 2022-13734
FNS-2022-0043-55519,Comment on FR Doc # 2023-02102
HHS-OS-2016-0014-24725,Comment on FR Doc # 2016-21359
BLM-2018-0001-11900,Comment on FR Doc # 2018-03144
DOI-2017-0002-271054,Comment on FR Doc # 2017-09490
DOI-2017-0002-516202,Comment on FR Doc # 2017-09490
DOI-2017-0002-15807,Comment on FR Doc # 2017-09490
ATF-2023-0002-63768,Comment on FR Doc # 2023-19177
ATF-2018-0002-20534,Comment on FR Doc # 2018-06292
CMS-2021-0119-32666,Comment on CMS-2021-0119-0053
NPS-2011-0005-14493,Comment on FR Doc # 2011-16878
NOAA-NMFS-2008-0055-3453,Comment on FR Doc # 08-00988
